TargetGene	gene_chr	gene_tss	gene_tss500bp	is_ubiquitous_uniform	P2PromoterClass
Padi4	chr4	140501297	140501797	False	False
Padi3	chr4	140531083	140531583	False	False
Padi1	chr4	140572839	140573339	False	False
Padi2	chr4	140633405	140633905	False	False
Sdhb	chr4	140688264	140688764	True	True
Atp13a2	chr4	140713934	140714434	False	False
Mfap2	chr4	140737479	140737979	False	False
Crocc	chr4	140787611	140788111	False	True
Necap2	chr4	140805418	140805918	True	True
Spata21	chr4	140815394	140815894	False	False
Szrd1	chr4	140866836	140867336	False	True
Fbxo42	chr4	140874974	140875474	True	True
Cplane2	chr4	140945707	140946207	False	True
Arhgef19	chr4	140973457	140973957	False	False
Epha2	chr4	141028301	141028801	False	False
Fam131c	chr4	141095281	141095781	False	False
Clcnka	chr4	141125785	141126285	False	False
Clcnkb	chr4	141143075	141143575	False	False
Hspb7	chr4	141147840	141148340	False	False
Srarp	chr4	141163166	141163666	False	False
Zbtb17	chr4	141171745	141172245	True	True
Spen	chr4	141265658	141266158	False	False
Fblim1	chr4	141326985	141327485	False	True
Tmem82	chr4	141345694	141346194	False	False
Slc25a34	chr4	141350882	141351382	False	False
Plekhm2	chr4	141391960	141392460	False	False
Rsc1a1	chr4	141412660	141413160	False	False
Ddi2	chr4	141450480	141450980	False	False
Agmat	chr4	141473733	141474233	False	False
Dnajc16	chr4	141517952	141518452	True	True
Casp9	chr4	141541819	141542319	False	True
Cela2a	chr4	141553221	141553721	False	False
Ctrc	chr4	141573418	141573918	False	False
Efhd2	chr4	141601981	141602481	False	False
Fhad1	chr4	141742128	141742628	False	False
Tmem51	chr4	141811365	141811865	False	False
Kazn	chr4	142204793	142205293	False	False
6330411D24Rik	chr4	142801159	142801659	False	False
Prdm2	chr4	142939025	142939525	False	True
Pdpn	chr4	143025884	143026384	False	False
Lrrc38	chr4	143076077	143076577	False	False
Pramel1	chr4	143120748	143121248	False	False
Pramel12	chr4	143138746	143139246	False	False
Oog4	chr4	143176644	143177144	False	False
Gm13043	chr4	143237663	143238163	False	False
Gm13040	chr4	143253391	143253891	False	False
Gm13057	chr4	143278052	143278552	False	False
Pramel20	chr4	143293795	143294295	False	False
Pramel21	chr4	143338923	143339423	False	False
Pramel22	chr4	143386960	143387460	False	False
Pramel23	chr4	143429031	143429531	False	False
Pramel24	chr4	143445775	143446275	False	False
Pramel25	chr4	143515672	143516172	False	False
Pramel26	chr4	143542409	143542909	False	False
Pramel27	chr4	143572817	143573317	False	False
Pramel11	chr4	143626693	143627193	False	False
Pramel16	chr4	143681019	143681519	False	False
Pramel28	chr4	143693270	143693770	False	False
Pramel14	chr4	143723950	143724450	False	False
Pramel4	chr4	143785446	143785946	False	False
Gm13102	chr4	143826200	143826700	False	False
Oog3	chr4	143888983	143889483	False	False
Oog2	chr4	143909691	143910191	False	False
Pramel29	chr4	143939410	143939910	False	False
Pramel5	chr4	144006786	144007286	False	False
Pramel30	chr4	144053308	144053808	False	False
Pramel31	chr4	144084262	144084762	False	False
Pramel15	chr4	144104280	144104780	False	False
Pramel13	chr4	144134784	144135284	False	False
Cfap107	chr4	144165092	144165592	False	False
Aadacl3	chr4	144190076	144190576	False	False
Aadacl4fm1	chr4	144246142	144246642	False	False
Aadacl4fm2	chr4	144291454	144291954	False	False
Aadacl4	chr4	144340027	144340527	False	False
Aadacl4fm4	chr4	144412688	144413188	False	False
AAdacl4fm3	chr4	144447724	144448224	False	False
Aadacl4fm5	chr4	144512903	144513403	False	False
Dhrs3	chr4	144619397	144619897	False	False
Vps13d	chr4	144921325	144921825	False	True
Tnfrsf1b	chr4	144973190	144973690	False	False
Tnfrsf8	chr4	145041484	145041984	False	False
Zfp990	chr4	145237111	145237611	False	False
Zfp268	chr4	145311486	145311986	False	False
Zfp980	chr4	145397005	145397505	False	False
Zfp986	chr4	145595114	145595614	False	False
Zfp987	chr4	146033665	146034165	False	False
Zfp600	chr4	146094010	146094510	False	False
Zfp992	chr4	146533230	146533730	False	False
Zfp981	chr4	146586234	146586734	False	False
Zfp993	chr4	146695168	146695668	False	False
Gm21411	chr4	146993734	146994234	False	False
Zfp989	chr4	147056183	147056683	False	False
Rex2	chr4	147106057	147106557	False	False
Zfp991	chr4	147216245	147216745	False	False
Zfp988	chr4	147389881	147390381	False	False
Zfp978	chr4	147445518	147446018	False	False
Zfp982	chr4	147576624	147577124	False	False
Zfp985	chr4	147637546	147638046	False	False
Zfp979	chr4	147726720	147727220	False	False
Zfp534	chr4	147786760	147787260	False	False
Zfp984	chr4	147860040	147860540	False	False
Zfp933	chr4	147932573	147933073	False	False
Miip	chr4	147953023	147953523	False	False
Fv1	chr4	147953186	147953686	False	False
Mfn2	chr4	147988911	147989411	True	True
Plod1	chr4	148005303	148005803	False	True
2510039O18Rik	chr4	148025102	148025602	False	True
Nppb	chr4	148069995	148070495	False	False
Nppa	chr4	148084929	148085429	False	False
Clcn6	chr4	148123028	148123528	False	True
Mthfr	chr4	148125398	148125898	False	True
Agtrap	chr4	148172238	148172738	False	True
Draxin	chr4	148214905	148215405	False	False
Mad2l2	chr4	148215122	148215622	True	False
Fbxo6	chr4	148236266	148236766	False	False
Fbxo44	chr4	148244301	148244801	True	False
Fbxo2	chr4	148244828	148245328	False	False
Disp3	chr4	148372172	148372672	False	False
Ubiad1	chr4	148528978	148529478	True	True
Mtor	chr4	148532818	148533318	True	True
Angptl7	chr4	148584667	148585167	False	False
Exosc10	chr4	148642636	148643136	True	True
Srm	chr4	148675710	148676210	False	True
Masp2	chr4	148686771	148687271	False	False
Tardbp	chr4	148711226	148711726	False	True
Gm572	chr4	148727524	148728024	False	False
Casz1	chr4	148888636	148889136	False	False
Pex14	chr4	149184083	149184583	True	True
Dffa	chr4	149188353	149188853	True	True
Cort	chr4	149210970	149211470	False	False
Cenps	chr4	149221755	149222255	False	False
Pgd	chr4	149250914	149251414	False	False
Kif1b	chr4	149391899	149392399	False	False
Ube4b	chr4	149420315	149420815	True	True
Rbp7	chr4	149539185	149539685	False	False
Tmem274	chr4	149561631	149562131	False	False
Nmnat1	chr4	149569409	149569909	True	True
Lzic	chr4	149569501	149570001	False	True
Ctnnbip1	chr4	149602443	149602943	False	False
Clstn1	chr4	149670675	149671175	False	False
Pik3cd	chr4	149785797	149786297	False	False
Tmem201	chr4	149822251	149822751	False	False
Slc25a33	chr4	149858484	149858984	False	True
Spsb1	chr4	150039250	150039750	False	False
H6pd	chr4	150085497	150085997	False	True
Gpr157	chr4	150171572	150172072	False	False
Slc2a5	chr4	150203490	150203990	False	False
Slc2a7	chr4	150233179	150233679	False	False
Car6	chr4	150282677	150283177	False	False
Eno1	chr4	150321159	150321659	True	True
Rere	chr4	150365853	150366353	False	True
Slc45a1	chr4	150736381	150736881	False	False
Errfi1	chr4	150938126	150938626	False	False
Park7	chr4	150998644	150999144	True	True
Tnfrsf9	chr4	151012206	151012706	False	False
Uts2	chr4	151081304	151081804	False	False
Per3	chr4	151128872	151129372	False	False
Vamp3	chr4	151142160	151142660	False	True
Camta1	chr4	151946083	151946583	True	False
Dnajc11	chr4	152017898	152018398	False	True
Thap3	chr4	152073204	152073704	False	False
Phf13	chr4	152080465	152080965	False	False
Klhl21	chr4	152093010	152093510	False	False
Zbtb48	chr4	152111878	152112378	False	True
Tas1r1	chr4	152122775	152123275	False	False
Nol9	chr4	152123543	152124043	False	True
Plekhg5	chr4	152156705	152157205	False	True
Tnfrsf25	chr4	152200141	152200641	False	False
Espn	chr4	152236578	152237078	False	False
Hes2	chr4	152243074	152243574	False	False
Acot7	chr4	152262341	152262841	True	True
Gpr153	chr4	152358439	152358939	False	False
Hes3	chr4	152375869	152376369	False	False
Icmt	chr4	152381434	152381934	True	True
Rnf207	chr4	152402815	152403315	False	False
Rpl22	chr4	152410074	152410574	True	True
Chd5	chr4	152423094	152423594	False	False
Kcnab2	chr4	152506041	152506541	False	False
Nphp4	chr4	152560913	152561413	False	False
Ajap1	chr4	153567018	153567518	False	False
A430005L14Rik	chr4	154041444	154041944	True	True
Dffb	chr4	154059333	154059833	False	False
Cep104	chr4	154059401	154059901	True	True
Lrrc47	chr4	154095938	154096438	True	True
Smim1	chr4	154110173	154110673	False	False
Ccdc27	chr4	154126884	154127384	False	False
Trp73	chr4	154224415	154224915	False	False
Wrap73	chr4	154226579	154227079	True	True
Tprg1l	chr4	154244873	154245373	False	False
Megf6	chr4	154254937	154255437	False	False
Arhgef16	chr4	154384261	154384761	False	False
Prdm16	chr4	154721073	154721573	False	False
Actrt2	chr4	154752074	154752574	False	False
Ttc34	chr4	154921666	154922166	False	False
Mmel1	chr4	154953792	154954292	False	False
Prxl2b	chr4	154983342	154983842	False	False
Tnfrsf14	chr4	155012759	155013259	False	False
Hes5	chr4	155045130	155045630	False	False
Pank4	chr4	155048340	155048840	False	True
Plch2	chr4	155138959	155139459	False	False
Pex10	chr4	155151223	155151723	True	True
Rer1	chr4	155170580	155171080	True	True
Morn1	chr4	155170784	155171284	False	True
Ski	chr4	155306799	155307299	False	False
Faap20	chr4	155334173	155334673	False	False
Prkcz	chr4	155445568	155446068	False	False
Gabrd	chr4	155482319	155482819	False	False
Cfap74	chr4	155493465	155493965	False	False
Tmem52	chr4	155553338	155553838	False	False
Gnb1	chr4	155575571	155576071	False	True
Nadk	chr4	155646585	155647085	False	True
Slc35e2	chr4	155685623	155686123	False	False
Cdk11b	chr4	155709076	155709576	False	True
Mmp23	chr4	155737591	155738091	False	False
Mib2	chr4	155753405	155753905	False	True
Fndc10	chr4	155778549	155779049	False	False
Ssu72	chr4	155789007	155789507	True	True
Tmem240	chr4	155819011	155819511	False	False
Atad3a	chr4	155845300	155845800	False	True
Vwa1	chr4	155858905	155859405	False	False
Tmem88b	chr4	155870081	155870581	False	False
Ankrd65	chr4	155874646	155875146	False	False
Mrpl20	chr4	155887857	155888357	True	True
Ccnl2	chr4	155896696	155897196	True	True
Aurkaip1	chr4	155915558	155916058	True	True
Mxra8	chr4	155923933	155924433	False	False
Dvl1	chr4	155931609	155932109	False	False
Tas1r3	chr4	155947569	155948069	False	False
Cptp	chr4	155953647	155954147	False	True
Ints11	chr4	155953753	155954253	False	True
Pusl1	chr4	155975988	155976488	False	True
Acap3	chr4	155976082	155976582	False	False
Ube2j2	chr4	156028057	156028557	True	True
C1qtnf12	chr4	156046525	156047025	False	False
B3galt6	chr4	156076856	156077356	True	True
Sdf4	chr4	156077377	156077877	False	True
Tnfrsf4	chr4	156098050	156098550	False	False
Tnfrsf18	chr4	156110371	156110871	False	False
Ttll10	chr4	156143621	156144121	False	False
9430015G10Rik	chr4	156194189	156194689	False	True
Rnf223	chr4	156214720	156215220	False	False
Agrn	chr4	156281695	156282195	False	False
Isg15	chr4	156285003	156285503	False	False
Perm1	chr4	156300075	156300575	False	False
Plekhn1	chr4	156313924	156314424	False	False
Klhl17	chr4	156319064	156319564	False	True
Noc2l	chr4	156320126	156320626	False	True
Samd11	chr4	156340148	156340648	False	False
Vmn2r129	chr4	156683148	156683648	False	False
V1rg10	chr5	3050861	3051361	False	False
Cdk6	chr5	3393643	3394143	False	True
Fam133b	chr5	3593583	3594083	False	True
1700109H08Rik	chr5	3625438	3625938	False	False
Rbm48	chr5	3645952	3646452	False	True
Pex1	chr5	3655952	3656452	False	True
Tmbim7	chr5	3706754	3707254	False	False
Gatad1	chr5	3706935	3707435	True	True
Ankib1	chr5	3852675	3853175	False	True
Krit1	chr5	3852940	3853440	False	True
Lrrd1	chr5	3894923	3895423	False	False
Mterf1a	chr5	3943683	3944183	False	False
Akap9	chr5	3978024	3978524	False	True
Cyp51	chr5	4154496	4154996	False	True
Mterf1b	chr5	4242117	4242617	False	True
Fzd1	chr5	4807785	4808285	False	False
Cdk14	chr5	5429947	5430447	False	True
Pttg1ip2	chr5	5528893	5529393	False	False
Cldn12	chr5	5564662	5565162	False	True
Gtpbp10	chr5	5609288	5609788	False	True
Fam237b	chr5	5623549	5624049	False	False
Cfap69	chr5	5713958	5714458	False	True
Steap2	chr5	5744328	5744828	False	False
Steap1	chr5	5799076	5799576	False	False
Tex47	chr5	7353875	7354375	False	False
Zfp804b	chr5	7394506	7395006	False	False
Steap4	chr5	8010207	8010707	False	False
Sri	chr5	8095828	8096328	True	True
Adam22	chr5	8417732	8418232	False	False
Dbf4	chr5	8472430	8472930	False	False
Slc25a40	chr5	8472600	8473100	False	True
Rundc3b	chr5	8672702	8673202	False	False
Abcb1a	chr5	8709827	8710327	False	False
Abcb1b	chr5	8847936	8848436	False	False
Abcb4	chr5	8943467	8943967	False	False
Crot	chr5	9047074	9047574	False	False
Tmem243	chr5	9150418	9150918	False	False
Dmtf1	chr5	9211526	9212026	False	True
Elapor2	chr5	9315899	9316399	False	True
Grm3	chr5	9774920	9775420	False	False
Gm5152	chr5	10296276	10296776	False	False
Gm8857	chr5	10996363	10996863	False	False
Gm8871	chr5	11089832	11090332	False	False
Gm8879	chr5	11177351	11177851	False	False
Gm5861	chr5	11232789	11233289	False	False
Gm8890	chr5	11305622	11306122	False	False
Speer1	chr5	11391233	11391733	False	False
Gm8897	chr5	11466053	11466553	False	False
Gm8906	chr5	11552320	11552820	False	False
Gm6460	chr5	11644630	11645130	False	False
Gm8922	chr5	11731676	11732176	False	False
Gm8926	chr5	11820265	11820765	False	False
4933402N22Rik	chr5	11967760	11968260	False	False
Sema3d	chr5	12433102	12433602	False	False
Sema3a	chr5	13448405	13448905	False	False
Speer3	chr5	13841383	13841883	False	False
Sema3e	chr5	14075040	14075540	False	False
Pclo	chr5	14564682	14565182	False	False
Gm9758	chr5	14964663	14965163	False	False
Speer4e	chr5	14988193	14988693	False	False
Gm10354	chr5	15028699	15029199	False	False
Gm17019	chr5	15082762	15083262	False	False
Gm21149	chr5	15681271	15681771	False	False
Gm21190	chr5	15733970	15734470	False	False
Gm21083	chr5	15782081	15782581	False	False
Speer4d	chr5	15824910	15825410	False	False
4930572O03Rik	chr5	15861807	15862307	False	False
Speer4c	chr5	15918984	15919484	False	False
Cacna2d1	chr5	16139536	16140036	False	False
Hgf	chr5	16758298	16758798	False	False
Cdhr17	chr5	16996558	16997058	False	False
Speer4f2	chr5	17577928	17578428	False	False
Speer4f1	chr5	17680846	17681346	False	False
Sema3c	chr5	17779647	17780147	False	False
Cd36	chr5	18093495	18093995	False	True
Gnat3	chr5	18167297	18167797	False	False
Gnai1	chr5	18565103	18565603	False	False
Magi2	chr5	19431803	19432303	False	False
Phtf2	chr5	21086872	21087372	False	True
Tmem60	chr5	21086939	21087439	True	True
Rsbn1l	chr5	21161146	21161646	False	False
Ptpn12	chr5	21260659	21261159	False	False
Gsap	chr5	21391015	21391515	False	False
Fgl2	chr5	21577390	21577890	False	False
Ccdc146	chr5	21629425	21629925	False	True
Fam185a	chr5	21629706	21630206	False	False
Lrrc17	chr5	21748311	21748811	False	False
Fbxl13	chr5	21850353	21850853	False	False
Armc10	chr5	21850627	21851127	True	False
Napepld	chr5	21906142	21906642	False	True
Pmpcb	chr5	21942784	21943284	True	True
Dnajc2	chr5	21989999	21990499	False	True
Psmc2	chr5	21990031	21990531	True	True
Slc26a5	chr5	22066746	22067246	False	False
Reln	chr5	22549450	22549950	False	False
Orc5	chr5	22755123	22755623	True	True
Lhfpl3	chr5	22950807	22951307	False	False
Kmt2e	chr5	23639189	23639689	False	True
Srpk2	chr5	23881196	23881696	False	True
Pus7	chr5	23988459	23988959	False	True
Rint1	chr5	23992459	23992959	True	True
Tomm7	chr5	24048909	24049409	True	True
Hycc1	chr5	24235060	24235560	False	False
Klhl7	chr5	24305353	24305853	True	True
Nupl2	chr5	24369711	24370211	True	True
Kcnh2	chr5	24556352	24556852	False	False
Nos3	chr5	24569558	24570058	False	False
Atg9b	chr5	24596891	24597391	False	False
Abcb8	chr5	24599144	24599644	False	True
Asic3	chr5	24618140	24618640	False	True
Cdk5	chr5	24628278	24628778	True	True
Slc4a2	chr5	24629980	24630480	False	True
Fastk	chr5	24649942	24650442	True	True
Tmub1	chr5	24652602	24653102	False	False
Agap3	chr5	24656925	24657425	False	False
Gbx1	chr5	24731950	24732450	False	False
Asb10	chr5	24745205	24745705	False	False
Iqca1l	chr5	24760158	24760658	False	False
Abcf2	chr5	24782215	24782715	True	True
Chpf2	chr5	24791489	24791989	True	True
Smarcd3	chr5	24829159	24829659	False	False
Nub1	chr5	24890280	24890780	False	False
Wdr86	chr5	24935475	24935975	False	False
Crygn	chr5	24962756	24963256	False	False
Rheb	chr5	25047372	25047872	False	False
Prkag2	chr5	25305390	25305890	False	True
Galntl5	chr5	25386250	25386750	False	False
Galnt11	chr5	25427630	25428130	True	False
E130116L18Rik	chr5	25427901	25428401	False	False
Kmt2c	chr5	25703493	25703993	False	False
Cct8l1	chr5	25720815	25721315	False	False
Xrcc2	chr5	25898186	25898686	False	True
Actr3b	chr5	25964745	25965245	False	True
Gm21663	chr5	26147129	26147629	False	False
Gm21671	chr5	26159165	26159665	False	False
Gm21680	chr5	26177411	26177911	False	False
Gm21698	chr5	26193398	26193898	False	False
Gm1979	chr5	26209546	26210046	False	False
Gm5862	chr5	26227664	26228164	False	False
Speer4a	chr5	26244306	26244806	False	False
Gm7347	chr5	26263329	26263829	False	False
Gm10471	chr5	26294039	26294539	False	False
5031410I06Rik	chr5	26310110	26310610	False	False
Gm10220	chr5	26326169	26326669	False	False
Gm7361	chr5	26462439	26462939	False	False
Dpp6	chr5	27022105	27022605	False	False
Speer4b	chr5	27706110	27706610	False	False
Paxip1	chr5	27996298	27996798	False	False
Htr5a	chr5	28046897	28047397	False	True
Insig1	chr5	28276111	28276611	False	True
En2	chr5	28370442	28370942	False	False
Cnpy1	chr5	28450554	28451054	False	False
Rbm33	chr5	28521925	28522425	False	True
Shh	chr5	28672004	28672504	False	False
Rnf32	chr5	29400745	29401245	False	True
Lmbr1	chr5	29583132	29583632	False	False
Nom1	chr5	29639412	29639912	False	True
Mnx1	chr5	29683218	29683718	False	False
Ube3c	chr5	29773990	29774490	True	True
Dnajb6	chr5	29940781	29941281	False	True
Il6	chr5	30217862	30218362	False	False
Tyms	chr5	30278329	30278829	False	True
Garem2	chr5	30309909	30310409	False	False
Hadha	chr5	30359910	30360410	True	False
Hadhb	chr5	30359996	30360496	False	True
Adgrf3	chr5	30410470	30410970	False	True
Selenoi	chr5	30437329	30437829	False	True
Drc1	chr5	30486136	30486636	False	False
Otof	chr5	30619026	30619526	False	False
Cimip2c	chr5	30623153	30623653	False	False
Cib4	chr5	30702930	30703430	False	False
Kcnk3	chr5	30745264	30745764	False	False
Slc35f6	chr5	30805027	30805527	False	True
Cenpa	chr5	30823871	30824371	True	False
Dpysl5	chr5	30868995	30869495	False	False
Mapre3	chr5	30971735	30972235	False	True
Tmem214	chr5	31026725	31027225	True	True
Agbl5	chr5	31045946	31046446	False	True
Ost4	chr5	31064882	31065382	True	True
Emilin1	chr5	31070496	31070996	False	False
Khk	chr5	31078525	31079025	False	False
Cgref1	chr5	31102685	31103185	False	False
Abhd1	chr5	31107160	31107660	False	True
Preb	chr5	31117455	31117955	True	True
Tcf23	chr5	31125756	31126256	False	False
Atraid	chr5	31205415	31205915	False	True
Slc5a6	chr5	31206018	31206518	False	True
Cad	chr5	31211874	31212374	False	True
Dnajc5g	chr5	31263379	31263879	False	False
Slc30a3	chr5	31265331	31265831	False	True
Trim54	chr5	31273806	31274306	False	False
Ucn	chr5	31295923	31296423	False	False
Mpv17	chr5	31311345	31311845	True	True
Gm29609	chr5	31337005	31337505	False	False
Gtf3c2	chr5	31337238	31337738	True	True
Snx17	chr5	31350321	31350821	True	True
Eif2b4	chr5	31350524	31351024	False	True
Zfp513	chr5	31359397	31359897	False	True
Ppm1g	chr5	31377781	31378281	True	True
Nrbp1	chr5	31397958	31398458	False	False
Krtcap3	chr5	31408785	31409285	False	False
Ift172	chr5	31448201	31448701	False	True
Fndc4	chr5	31453030	31453530	False	False
Gckr	chr5	31454537	31455037	False	False
Zfp512	chr5	31609529	31610029	False	False
Ccdc121	chr5	31642834	31643334	False	False
Gpn1	chr5	31651835	31652335	False	True
Supt7l	chr5	31683867	31684367	False	True
Slc4a1ap	chr5	31684091	31684591	False	True
Mrpl33	chr5	31754029	31754529	False	True
Rbks	chr5	31854721	31855221	False	True
Babam2	chr5	31854778	31855278	False	True
Fosl2	chr5	32292895	32293395	False	False
Plb1	chr5	32389808	32390308	False	False
Ppp1cb	chr5	32616246	32616746	True	True
Yes1	chr5	32768278	32768778	False	True
Pisd	chr5	32899569	32900069	False	False
Prr14l	chr5	33011350	33011850	True	True
Depdc5	chr5	33020815	33021315	False	True
Ywhah	chr5	33175910	33176410	False	False
Slc5a1	chr5	33261313	33261813	False	False
Spon2	chr5	33373043	33373543	False	False
Ctbp1	chr5	33432088	33432588	True	False
Maea	chr5	33492603	33493103	True	True
Uvssa	chr5	33535790	33536290	False	True
Nkx1-1	chr5	33591070	33591570	False	False
Fam53a	chr5	33786729	33787229	False	False
Slbp	chr5	33809439	33809939	True	True
Tacc3	chr5	33815222	33815722	False	False
Tmem129	chr5	33815510	33816010	True	True
Fgfr3	chr5	33878818	33879318	False	False
Letm1	chr5	33939911	33940411	False	True
Nsd2	chr5	33977819	33978319	False	True
Nelfa	chr5	34093507	34094007	False	True
Nicol1	chr5	34140527	34141027	True	False
Nat8l	chr5	34153078	34153578	False	False
Poln	chr5	34326542	34327042	False	False
Haus3	chr5	34326621	34327121	False	False
Mxd4	chr5	34344804	34345304	False	False
Zfyve28	chr5	34445531	34446031	False	False
Cfap99	chr5	34445694	34446194	False	False
Rnf4	chr5	34493383	34493883	True	True
Fam193a	chr5	34527027	34527527	False	False
Tnip2	chr5	34671032	34671532	True	True
Sh3bp2	chr5	34682940	34683440	False	True
Add1	chr5	34730758	34731258	True	True
Mfsd10	chr5	34794306	34794806	False	True
Nop14	chr5	34817242	34817742	True	False
Grk4	chr5	34817473	34817973	False	True
Htt	chr5	34918838	34919338	True	True
Msantd1	chr5	35065106	35065606	False	False
Rgs12	chr5	35184064	35184564	False	False
Hgfac	chr5	35198603	35199103	False	False
Dok7	chr5	35214171	35214671	False	False
Lrpap1	chr5	35262860	35263360	True	True
Adra2c	chr5	35435413	35435913	False	False
Hmx1	chr5	35546202	35546702	False	False
Cpz	chr5	35682792	35683292	False	False
Trmt44	chr5	35732164	35732664	False	True
Acox3	chr5	35740196	35740696	True	True
Htra3	chr5	35836876	35837376	False	False
Sh3tc1	chr5	35878697	35879197	False	False
Ablim2	chr5	35985249	35985749	False	False
Afap1	chr5	36050413	36050913	False	False
Psapl1	chr5	36361115	36361615	False	False
Sorcs2	chr5	36555218	36555718	False	False
Grpel1	chr5	36622092	36622592	True	False
Tada2b	chr5	36641206	36641706	False	False
Ccdc96	chr5	36641682	36642182	False	False
Tbc1d14	chr5	36730589	36731089	False	True
D5Ertd579e	chr5	36853031	36853531	False	False
Bloc1s4	chr5	36905744	36906244	False	True
Mrfap1	chr5	36953866	36954366	True	True
Man2b2	chr5	36974778	36975278	True	False
Ppp2r2c	chr5	37025607	37026107	False	True
Wfs1	chr5	37146027	37146527	False	False
Jakmip1	chr5	37186206	37186706	False	False
Gm1043	chr5	37242464	37242964	False	False
Gm55746	chr5	37270878	37271378	False	False
Crmp1	chr5	37399174	37399674	False	False
Evc	chr5	37490660	37491160	False	False
Evc2	chr5	37495593	37496093	False	True
Stk32b	chr5	37874265	37874765	False	False
Cytl1	chr5	37892613	37893113	False	False
Msx1	chr5	37981677	37982177	False	False
Stx18	chr5	38195836	38196336	True	True
Nsg1	chr5	38317001	38317501	False	False
Zbtb49	chr5	38377551	38378051	False	True
Lyar	chr5	38377564	38378064	False	True
Tmem128	chr5	38417279	38417779	True	True
Otop1	chr5	38433066	38433566	False	False
Drd5	chr5	38476460	38476960	False	False
Slc2a9	chr5	38660236	38660736	False	False
Wdr1	chr5	38718899	38719399	True	True
Zfp518b	chr5	38841843	38842343	False	False
Clnk	chr5	39033905	39034405	False	False
Hs3st1	chr5	39912568	39913068	False	False
Rab28	chr5	41865250	41865750	False	True
Nkx3-2	chr5	41921594	41922094	False	False
Bod1l	chr5	42001408	42001908	False	True
Cpeb2	chr5	43390263	43390763	False	False
C1qtnf7	chr5	43672631	43673131	False	False
Cc2d2a	chr5	43819438	43819938	False	False
Fbxl5	chr5	43939229	43939729	False	True
Bst1	chr5	43975983	43976483	False	False
Cd38	chr5	44025645	44026145	False	False
Ppihl	chr5	44070236	44070736	False	False
Fgfbp1	chr5	44138871	44139371	False	False
Prom1	chr5	44259124	44259624	False	False
Tapt1	chr5	44383714	44384214	False	True
Ldb2	chr5	44956772	44957272	False	False
Qdpr	chr5	45607328	45607828	False	False
Clrn2	chr5	45610843	45611343	False	False
Lap3	chr5	45650466	45650966	False	True
Med28	chr5	45677321	45677821	True	True
Fam184b	chr5	45796706	45797206	False	False
Ncapg	chr5	45827011	45827511	False	True
Lcorl	chr5	46014593	46015093	False	True
Slit2	chr5	48140230	48140730	False	False
5730480H06Rik	chr5	48485044	48485544	True	True
Kcnip4	chr5	49681999	49682499	False	False
Adgra3	chr5	50216098	50216598	False	False
Ppargc1a	chr5	51724796	51725296	False	False
Dhx15	chr5	52347606	52348106	True	True
Sod3	chr5	52520883	52521383	False	False
Ccdc149	chr5	52628613	52629113	False	False
Lgi2	chr5	52723554	52724054	False	False
Sepsecs	chr5	52826800	52827300	False	True
Pi4k2b	chr5	52898702	52899202	False	False
Zcchc4	chr5	52932501	52933001	True	True
Anapc4	chr5	52991104	52991604	True	True
Slc34a2	chr5	53195173	53195673	False	False
Sel1l3	chr5	53370544	53371044	False	False
Smim20	chr5	53424230	53424730	False	True
Rbpj	chr5	53623244	53623744	False	True
Cckar	chr5	53864345	53864845	False	False
Tbc1d19	chr5	53966719	53967219	False	True
Stim2	chr5	54155591	54156091	False	False
Pcdh7	chr5	57877215	57877715	False	False
G6pd2	chr5	61965909	61966409	False	False
Arap2	chr5	62923213	62923713	False	False
Dthd1	chr5	62968767	62969267	False	False
Nwd2	chr5	63806201	63806701	False	False
0610040J01Rik	chr5	63969456	63969956	False	True
Rell1	chr5	64125990	64126490	False	False
Pgm2	chr5	64250043	64250543	False	True
Tbc1d1	chr5	64316544	64317044	False	False
Klf3	chr5	64960481	64960981	False	False
Tlr1	chr5	65090654	65091154	False	True
Tlr6	chr5	65117140	65117640	False	True
Fam114a1	chr5	65127164	65127664	False	False
Tmem156	chr5	65248677	65249177	False	False
Klhl5	chr5	65264632	65265132	True	False
Wdr19	chr5	65356791	65357291	False	True
Rfc1	chr5	65492763	65493263	False	True
Klb	chr5	65505407	65505907	False	False
Rpl9	chr5	65548537	65549037	True	True
Lias	chr5	65548633	65549133	True	True
Ugdh	chr5	65593042	65593542	False	True
Gm43552	chr5	65649926	65650426	False	False
Smim14	chr5	65694277	65694777	False	True
Ube2k	chr5	65694326	65694826	False	True
Pds5a	chr5	65855261	65855761	True	False
N4bp2	chr5	65920614	65921114	False	False
Rhoh	chr5	66018306	66018806	False	True
Chrna9	chr5	66092021	66092521	False	False
Rbm47	chr5	66330211	66330711	False	False
Nsun7	chr5	66417005	66417505	False	False
ENSMUSG00000121580	chr5	66700669	66701169	False	False
Apbb2	chr5	66775877	66776377	False	False
Uchl1	chr5	66833184	66833684	False	False
Limch1	chr5	66902938	66903438	False	False
Phox2b	chr5	67256394	67256894	False	False
Tmem33	chr5	67417658	67418158	True	True
Slc30a9	chr5	67464048	67464548	True	True
Bend4	chr5	67585403	67585903	False	False
Shisa3	chr5	67765062	67765562	False	False
Atp8a1	chr5	68004527	68005027	False	False
Grxcr1	chr5	68188928	68189428	False	False
Kctd8	chr5	69498772	69499272	False	False
Yipf7	chr5	69699741	69700241	False	False
Guf1	chr5	69714054	69714554	True	True
