	File accession_x	File format_x	File type_x	Output type_x	Experiment accession_x	Assay_x	Biosample term id_x	Biosample term name	Biosample type_x	Biosample organism	Library made from_x	Experiment date released_x	Project_x	Biological replicate(s)_x	Derived from_x	Size_x	Lab_x	md5sum_x	File download URL_x	Assembly_x	File Status_x	s3_uri_x	File accession_y	File format_y	File type_y	Output type_y	Experiment accession_y	Assay_y	Biosample term id_y	Biosample type_y	Experiment target_y	Library made from_y	Experiment date released_y	Project_y	Biological replicate(s)_y	Mapped read length_y	Derived from_y	Size_y	Lab_y	md5sum_y	File download URL_y	Assembly_y	File Status_y	s3_uri_y
2976	ENCFF467OYK	bam	bam	alignments	ENCSR861NUH	DNase-seq	UBERON:0001383	muscle of leg	tissue	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF871IUY	1569135347	ENCODE Processing Pipeline	36292991989aa15e4b4112038a82b157	https://www.encodeproject.org/files/ENCFF467OYK/@@download/ENCFF467OYK.bam	hg19	released	s3://encode-public/2017/09/19/4211cc1d-c17b-4332-858e-1b55bfe6b667/ENCFF467OYK.bam	ENCFF715SUA	bam	bam	alignments	ENCSR687ZCM	ChIP-seq	UBERON:0001383	tissue	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF051WCS, ENCFF661ZQK, ENCFF807MUK	1100429703	ENCODE Processing Pipeline	52a3acb1226b5fbef6cc82a57ac1eca3	https://www.encodeproject.org/files/ENCFF715SUA/@@download/ENCFF715SUA.bam	hg19	released	s3://encode-public/2016/12/19/d042ffe7-6189-4de8-a452-0aaef888c7e6/ENCFF715SUA.bam
2984	ENCFF032YRW	bam	bam	alignments	ENCSR272RQX	DNase-seq	UBERON:0001383	muscle of leg	tissue	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF461GLR	15735835384	ENCODE Processing Pipeline	6a4a4d468c79f4592b4a525708ddc096	https://www.encodeproject.org/files/ENCFF032YRW/@@download/ENCFF032YRW.bam	hg19	released	s3://encode-public/2017/09/20/3e2c2425-51d2-432f-a256-36013d599718/ENCFF032YRW.bam	ENCFF715SUA	bam	bam	alignments	ENCSR687ZCM	ChIP-seq	UBERON:0001383	tissue	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF051WCS, ENCFF661ZQK, ENCFF807MUK	1100429703	ENCODE Processing Pipeline	52a3acb1226b5fbef6cc82a57ac1eca3	https://www.encodeproject.org/files/ENCFF715SUA/@@download/ENCFF715SUA.bam	hg19	released	s3://encode-public/2016/12/19/d042ffe7-6189-4de8-a452-0aaef888c7e6/ENCFF715SUA.bam
2992	ENCFF245HUN	bam	bam	alignments	ENCSR938UOR	DNase-seq	UBERON:0001383	muscle of leg	tissue	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF977YPR	934878590	ENCODE Processing Pipeline	1841a0329a2f9cbd8dbc6d2f83529d12	https://www.encodeproject.org/files/ENCFF245HUN/@@download/ENCFF245HUN.bam	hg19	released	s3://encode-public/2017/09/19/b45b208f-f40f-472c-b8b3-0c6770a03f86/ENCFF245HUN.bam	ENCFF715SUA	bam	bam	alignments	ENCSR687ZCM	ChIP-seq	UBERON:0001383	tissue	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF051WCS, ENCFF661ZQK, ENCFF807MUK	1100429703	ENCODE Processing Pipeline	52a3acb1226b5fbef6cc82a57ac1eca3	https://www.encodeproject.org/files/ENCFF715SUA/@@download/ENCFF715SUA.bam	hg19	released	s3://encode-public/2016/12/19/d042ffe7-6189-4de8-a452-0aaef888c7e6/ENCFF715SUA.bam
3000	ENCFF568IND	bam	bam	alignments	ENCSR937RVN	DNase-seq	UBERON:0001383	muscle of leg	tissue	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF742XUV	1329794143	ENCODE Processing Pipeline	4b75c7f11158b48ff6ddc09900105b67	https://www.encodeproject.org/files/ENCFF568IND/@@download/ENCFF568IND.bam	hg19	released	s3://encode-public/2017/09/19/e6fe7b56-f585-4036-9a76-f7333aae3a6e/ENCFF568IND.bam	ENCFF715SUA	bam	bam	alignments	ENCSR687ZCM	ChIP-seq	UBERON:0001383	tissue	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF051WCS, ENCFF661ZQK, ENCFF807MUK	1100429703	ENCODE Processing Pipeline	52a3acb1226b5fbef6cc82a57ac1eca3	https://www.encodeproject.org/files/ENCFF715SUA/@@download/ENCFF715SUA.bam	hg19	released	s3://encode-public/2016/12/19/d042ffe7-6189-4de8-a452-0aaef888c7e6/ENCFF715SUA.bam
3008	ENCFF663QIV	bam	bam	alignments	ENCSR514QHN	DNase-seq	UBERON:0001383	muscle of leg	tissue	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF401HSM	1443453217	ENCODE Processing Pipeline	d1d8e9bf2921504f9e2d075dcb3d8e28	https://www.encodeproject.org/files/ENCFF663QIV/@@download/ENCFF663QIV.bam	hg19	released	s3://encode-public/2017/09/19/3cc91c4e-4428-4425-9329-b53fd19082d5/ENCFF663QIV.bam	ENCFF715SUA	bam	bam	alignments	ENCSR687ZCM	ChIP-seq	UBERON:0001383	tissue	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF051WCS, ENCFF661ZQK, ENCFF807MUK	1100429703	ENCODE Processing Pipeline	52a3acb1226b5fbef6cc82a57ac1eca3	https://www.encodeproject.org/files/ENCFF715SUA/@@download/ENCFF715SUA.bam	hg19	released	s3://encode-public/2016/12/19/d042ffe7-6189-4de8-a452-0aaef888c7e6/ENCFF715SUA.bam
3016	ENCFF216WEZ	bam	bam	alignments	ENCSR294QCR	DNase-seq	UBERON:0001383	muscle of leg	tissue	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF513ZQR	1420938870	ENCODE Processing Pipeline	41e149e80d9ab113b0cccaaf11bec6b8	https://www.encodeproject.org/files/ENCFF216WEZ/@@download/ENCFF216WEZ.bam	hg19	released	s3://encode-public/2017/09/19/77590baa-f860-4f69-b4dc-3128f6cbfe9c/ENCFF216WEZ.bam	ENCFF715SUA	bam	bam	alignments	ENCSR687ZCM	ChIP-seq	UBERON:0001383	tissue	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF051WCS, ENCFF661ZQK, ENCFF807MUK	1100429703	ENCODE Processing Pipeline	52a3acb1226b5fbef6cc82a57ac1eca3	https://www.encodeproject.org/files/ENCFF715SUA/@@download/ENCFF715SUA.bam	hg19	released	s3://encode-public/2016/12/19/d042ffe7-6189-4de8-a452-0aaef888c7e6/ENCFF715SUA.bam
3024	ENCFF659MZH	bam	bam	alignments	ENCSR059LXL	DNase-seq	UBERON:0001383	muscle of leg	tissue	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF832JCY	1638532277	ENCODE Processing Pipeline	50a32756abfc6b21bd4d0aa4327f281b	https://www.encodeproject.org/files/ENCFF659MZH/@@download/ENCFF659MZH.bam	hg19	released	s3://encode-public/2017/09/19/52c8867e-5768-4585-8a36-4d46c100d306/ENCFF659MZH.bam	ENCFF715SUA	bam	bam	alignments	ENCSR687ZCM	ChIP-seq	UBERON:0001383	tissue	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF051WCS, ENCFF661ZQK, ENCFF807MUK	1100429703	ENCODE Processing Pipeline	52a3acb1226b5fbef6cc82a57ac1eca3	https://www.encodeproject.org/files/ENCFF715SUA/@@download/ENCFF715SUA.bam	hg19	released	s3://encode-public/2016/12/19/d042ffe7-6189-4de8-a452-0aaef888c7e6/ENCFF715SUA.bam
3038	ENCFF166VUE	bam	bam	alignments	ENCSR729DRB	DNase-seq	UBERON:0000473	testis	tissue	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF644KGK	2102948995	ENCODE Processing Pipeline	cafc56b6fa7de6da2a44aa6e2da71d97	https://www.encodeproject.org/files/ENCFF166VUE/@@download/ENCFF166VUE.bam	hg19	released	s3://encode-public/2017/09/19/92f394fc-49cf-4fbf-971f-334b042b88a5/ENCFF166VUE.bam	ENCFF530VND	bam	bam	alignments	ENCSR954IGQ	ChIP-seq	UBERON:0000473	tissue	H3K27ac-human	DNA	2019-08-01	ENCODE	1	76.0	ENCFF123RXQ, ENCFF659PFZ, ENCFF675XLX, ENCFF691WTS, ENCFF807MUK	3604202641	ENCODE Processing Pipeline	255e19defb5a1365319840964bb9aa5b	https://www.encodeproject.org/files/ENCFF530VND/@@download/ENCFF530VND.bam	hg19	released	s3://encode-public/2019/07/24/308fc436-7a35-4b01-8b49-2757bedb76cf/ENCFF530VND.bam
3040	ENCFF166VUE	bam	bam	alignments	ENCSR729DRB	DNase-seq	UBERON:0000473	testis	tissue	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF644KGK	2102948995	ENCODE Processing Pipeline	cafc56b6fa7de6da2a44aa6e2da71d97	https://www.encodeproject.org/files/ENCFF166VUE/@@download/ENCFF166VUE.bam	hg19	released	s3://encode-public/2017/09/19/92f394fc-49cf-4fbf-971f-334b042b88a5/ENCFF166VUE.bam	ENCFF331CWZ	bam	bam	alignments	ENCSR136ZQZ	ChIP-seq	UBERON:0000473	tissue	H3K27ac-human	DNA	2019-02-12	ENCODE	1	76.0	ENCFF264VOW, ENCFF274PXW, ENCFF332BZM, ENCFF390GRW, ENCFF433VCF, ENCFF641XWI, ENCFF682TKX, ENCFF807MUK, ENCFF835AYA	2697268766	ENCODE Processing Pipeline	c495519e2d59ea14666a99b3a570b63a	https://www.encodeproject.org/files/ENCFF331CWZ/@@download/ENCFF331CWZ.bam	hg19	released	s3://encode-public/2019/02/10/40985027-2003-45e7-b163-6439ce479b8c/ENCFF331CWZ.bam
3054	ENCFF526MEX	bam	bam	alignments	ENCSR278FHC	DNase-seq	UBERON:0000473	testis	tissue	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF463NFS	1178632458	ENCODE Processing Pipeline	4db9efc9e1bc18d68522e0f286fd2dd2	https://www.encodeproject.org/files/ENCFF526MEX/@@download/ENCFF526MEX.bam	hg19	released	s3://encode-public/2017/09/19/45a5b042-ae33-4629-9a3a-92c107a09e10/ENCFF526MEX.bam	ENCFF530VND	bam	bam	alignments	ENCSR954IGQ	ChIP-seq	UBERON:0000473	tissue	H3K27ac-human	DNA	2019-08-01	ENCODE	1	76.0	ENCFF123RXQ, ENCFF659PFZ, ENCFF675XLX, ENCFF691WTS, ENCFF807MUK	3604202641	ENCODE Processing Pipeline	255e19defb5a1365319840964bb9aa5b	https://www.encodeproject.org/files/ENCFF530VND/@@download/ENCFF530VND.bam	hg19	released	s3://encode-public/2019/07/24/308fc436-7a35-4b01-8b49-2757bedb76cf/ENCFF530VND.bam
3056	ENCFF526MEX	bam	bam	alignments	ENCSR278FHC	DNase-seq	UBERON:0000473	testis	tissue	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF463NFS	1178632458	ENCODE Processing Pipeline	4db9efc9e1bc18d68522e0f286fd2dd2	https://www.encodeproject.org/files/ENCFF526MEX/@@download/ENCFF526MEX.bam	hg19	released	s3://encode-public/2017/09/19/45a5b042-ae33-4629-9a3a-92c107a09e10/ENCFF526MEX.bam	ENCFF331CWZ	bam	bam	alignments	ENCSR136ZQZ	ChIP-seq	UBERON:0000473	tissue	H3K27ac-human	DNA	2019-02-12	ENCODE	1	76.0	ENCFF264VOW, ENCFF274PXW, ENCFF332BZM, ENCFF390GRW, ENCFF433VCF, ENCFF641XWI, ENCFF682TKX, ENCFF807MUK, ENCFF835AYA	2697268766	ENCODE Processing Pipeline	c495519e2d59ea14666a99b3a570b63a	https://www.encodeproject.org/files/ENCFF331CWZ/@@download/ENCFF331CWZ.bam	hg19	released	s3://encode-public/2019/02/10/40985027-2003-45e7-b163-6439ce479b8c/ENCFF331CWZ.bam
3062	ENCFF066TTB	bam	bam	alignments	ENCSR978QUT	DNase-seq	UBERON:0000473	testis	tissue	Homo sapiens	DNA	2017-11-01	ENCODE	1	ENCFF444JXW	7957441320	ENCODE Processing Pipeline	c41bdb543dfaa4d9f77dd7f14bd5650a	https://www.encodeproject.org/files/ENCFF066TTB/@@download/ENCFF066TTB.bam	hg19	released	s3://encode-public/2017/09/19/bb608ee5-bf97-4a90-b084-c44b35f92d8d/ENCFF066TTB.bam	ENCFF530VND	bam	bam	alignments	ENCSR954IGQ	ChIP-seq	UBERON:0000473	tissue	H3K27ac-human	DNA	2019-08-01	ENCODE	1	76.0	ENCFF123RXQ, ENCFF659PFZ, ENCFF675XLX, ENCFF691WTS, ENCFF807MUK	3604202641	ENCODE Processing Pipeline	255e19defb5a1365319840964bb9aa5b	https://www.encodeproject.org/files/ENCFF530VND/@@download/ENCFF530VND.bam	hg19	released	s3://encode-public/2019/07/24/308fc436-7a35-4b01-8b49-2757bedb76cf/ENCFF530VND.bam
3064	ENCFF066TTB	bam	bam	alignments	ENCSR978QUT	DNase-seq	UBERON:0000473	testis	tissue	Homo sapiens	DNA	2017-11-01	ENCODE	1	ENCFF444JXW	7957441320	ENCODE Processing Pipeline	c41bdb543dfaa4d9f77dd7f14bd5650a	https://www.encodeproject.org/files/ENCFF066TTB/@@download/ENCFF066TTB.bam	hg19	released	s3://encode-public/2017/09/19/bb608ee5-bf97-4a90-b084-c44b35f92d8d/ENCFF066TTB.bam	ENCFF331CWZ	bam	bam	alignments	ENCSR136ZQZ	ChIP-seq	UBERON:0000473	tissue	H3K27ac-human	DNA	2019-02-12	ENCODE	1	76.0	ENCFF264VOW, ENCFF274PXW, ENCFF332BZM, ENCFF390GRW, ENCFF433VCF, ENCFF641XWI, ENCFF682TKX, ENCFF807MUK, ENCFF835AYA	2697268766	ENCODE Processing Pipeline	c495519e2d59ea14666a99b3a570b63a	https://www.encodeproject.org/files/ENCFF331CWZ/@@download/ENCFF331CWZ.bam	hg19	released	s3://encode-public/2019/02/10/40985027-2003-45e7-b163-6439ce479b8c/ENCFF331CWZ.bam
3098	ENCFF948KBN	bam	bam	alignments	ENCSR000EPU	DNase-seq	CL:0002231	epithelial cell of prostate	primary cell	Homo sapiens	DNA	2011-10-19	ENCODE	1	ENCFF291WWF	1580868294	ENCODE Processing Pipeline	e0a1eea9f3e0fb866f63e54cc5ff8540	https://www.encodeproject.org/files/ENCFF948KBN/@@download/ENCFF948KBN.bam	hg19	released	s3://encode-public/2017/09/05/2be36894-74c5-44c2-ab6b-38936af7a520/ENCFF948KBN.bam	ENCFF582LAP	bam	bam	alignments	ENCSR910PDW	ChIP-seq	CL:0002231	primary cell	H3K27ac-human	DNA	2017-03-03	ENCODE	2	100.0	ENCFF036JGO, ENCFF052SOO, ENCFF807MUK	5799740512	ENCODE Processing Pipeline	39674b23b6bf3cc28be9d54b407bdcc6	https://www.encodeproject.org/files/ENCFF582LAP/@@download/ENCFF582LAP.bam	hg19	released	s3://encode-public/2017/03/01/47888a80-a0a8-451c-a79e-caa5e54ac4ad/ENCFF582LAP.bam
3100	ENCFF948KBN	bam	bam	alignments	ENCSR000EPU	DNase-seq	CL:0002231	epithelial cell of prostate	primary cell	Homo sapiens	DNA	2011-10-19	ENCODE	1	ENCFF291WWF	1580868294	ENCODE Processing Pipeline	e0a1eea9f3e0fb866f63e54cc5ff8540	https://www.encodeproject.org/files/ENCFF948KBN/@@download/ENCFF948KBN.bam	hg19	released	s3://encode-public/2017/09/05/2be36894-74c5-44c2-ab6b-38936af7a520/ENCFF948KBN.bam	ENCFF299KDY	bam	bam	alignments	ENCSR910PDW	ChIP-seq	CL:0002231	primary cell	H3K27ac-human	DNA	2017-03-03	ENCODE	1	100.0	ENCFF317KRC, ENCFF807MUK, ENCFF851FQK	6601929395	ENCODE Processing Pipeline	d5480171b6b8c40d093f98a32dd8f235	https://www.encodeproject.org/files/ENCFF299KDY/@@download/ENCFF299KDY.bam	hg19	released	s3://encode-public/2017/03/02/831da0a2-162d-4ca8-bb90-0215b5c897eb/ENCFF299KDY.bam
3102	ENCFF444JCD	bam	bam	alignments	ENCSR000EPU	DNase-seq	CL:0002231	epithelial cell of prostate	primary cell	Homo sapiens	DNA	2011-10-19	ENCODE	2	ENCFF469NGM	1644566362	ENCODE Processing Pipeline	ff0864bc6fd32bfeb6bbf4befcee0c89	https://www.encodeproject.org/files/ENCFF444JCD/@@download/ENCFF444JCD.bam	hg19	released	s3://encode-public/2017/09/05/33a84f93-0a28-40bd-88a5-60f680f85154/ENCFF444JCD.bam	ENCFF582LAP	bam	bam	alignments	ENCSR910PDW	ChIP-seq	CL:0002231	primary cell	H3K27ac-human	DNA	2017-03-03	ENCODE	2	100.0	ENCFF036JGO, ENCFF052SOO, ENCFF807MUK	5799740512	ENCODE Processing Pipeline	39674b23b6bf3cc28be9d54b407bdcc6	https://www.encodeproject.org/files/ENCFF582LAP/@@download/ENCFF582LAP.bam	hg19	released	s3://encode-public/2017/03/01/47888a80-a0a8-451c-a79e-caa5e54ac4ad/ENCFF582LAP.bam
3104	ENCFF444JCD	bam	bam	alignments	ENCSR000EPU	DNase-seq	CL:0002231	epithelial cell of prostate	primary cell	Homo sapiens	DNA	2011-10-19	ENCODE	2	ENCFF469NGM	1644566362	ENCODE Processing Pipeline	ff0864bc6fd32bfeb6bbf4befcee0c89	https://www.encodeproject.org/files/ENCFF444JCD/@@download/ENCFF444JCD.bam	hg19	released	s3://encode-public/2017/09/05/33a84f93-0a28-40bd-88a5-60f680f85154/ENCFF444JCD.bam	ENCFF299KDY	bam	bam	alignments	ENCSR910PDW	ChIP-seq	CL:0002231	primary cell	H3K27ac-human	DNA	2017-03-03	ENCODE	1	100.0	ENCFF317KRC, ENCFF807MUK, ENCFF851FQK	6601929395	ENCODE Processing Pipeline	d5480171b6b8c40d093f98a32dd8f235	https://www.encodeproject.org/files/ENCFF299KDY/@@download/ENCFF299KDY.bam	hg19	released	s3://encode-public/2017/03/02/831da0a2-162d-4ca8-bb90-0215b5c897eb/ENCFF299KDY.bam
3114	ENCFF022PJN	bam	bam	alignments	ENCSR164WOF	DNase-seq	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens	DNA	2017-10-01	ENCODE	1	ENCFF619WFG	6753568117	ENCODE Processing Pipeline	3cd686f87af09e5eb3135e4d2b077c3c	https://www.encodeproject.org/files/ENCFF022PJN/@@download/ENCFF022PJN.bam	hg19	released	s3://encode-public/2017/09/22/c83663db-09cc-48dd-8764-009593e3087f/ENCFF022PJN.bam	ENCFF623HXA	bam	bam	alignments	ENCSR505YFA	ChIP-seq	UBERON:0008952	tissue	H3K27ac-human	DNA	2019-09-11	ENCODE	1	76.0	ENCFF198EEZ, ENCFF422NTI, ENCFF669EXG, ENCFF718IVP, ENCFF807MUK	2742414447	ENCODE Processing Pipeline	dfbd22d6da283b12aecb93e9e79fad01	https://www.encodeproject.org/files/ENCFF623HXA/@@download/ENCFF623HXA.bam	hg19	released	s3://encode-public/2019/06/12/e5395813-c25d-4e01-bc72-887dc4620f54/ENCFF623HXA.bam
3116	ENCFF022PJN	bam	bam	alignments	ENCSR164WOF	DNase-seq	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens	DNA	2017-10-01	ENCODE	1	ENCFF619WFG	6753568117	ENCODE Processing Pipeline	3cd686f87af09e5eb3135e4d2b077c3c	https://www.encodeproject.org/files/ENCFF022PJN/@@download/ENCFF022PJN.bam	hg19	released	s3://encode-public/2017/09/22/c83663db-09cc-48dd-8764-009593e3087f/ENCFF022PJN.bam	ENCFF617DIU	bam	bam	alignments	ENCSR453MUW	ChIP-seq	UBERON:0008952	tissue	H3K27ac-human	DNA	2018-12-11	ENCODE	1	76.0	ENCFF190JZI, ENCFF542FRC, ENCFF571QQY, ENCFF736PMU, ENCFF807MUK	1921488158	ENCODE Processing Pipeline	55d1b59846d8ff41d304e03bcf160f70	https://www.encodeproject.org/files/ENCFF617DIU/@@download/ENCFF617DIU.bam	hg19	released	s3://encode-public/2018/06/13/f3d28c25-1c52-4245-bfb7-d222922423f1/ENCFF617DIU.bam
3118	ENCFF022PJN	bam	bam	alignments	ENCSR164WOF	DNase-seq	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens	DNA	2017-10-01	ENCODE	1	ENCFF619WFG	6753568117	ENCODE Processing Pipeline	3cd686f87af09e5eb3135e4d2b077c3c	https://www.encodeproject.org/files/ENCFF022PJN/@@download/ENCFF022PJN.bam	hg19	released	s3://encode-public/2017/09/22/c83663db-09cc-48dd-8764-009593e3087f/ENCFF022PJN.bam	ENCFF152QOQ	bam	bam	alignments	ENCSR738SXD	ChIP-seq	UBERON:0008952	tissue	H3K27ac-human	DNA	2016-11-10	ENCODE	1	76.0	ENCFF459LBY, ENCFF807MUK, ENCFF949SUD	1471893057	ENCODE Processing Pipeline	245196d20d9f44a39bdcd79e25d6a9c4	https://www.encodeproject.org/files/ENCFF152QOQ/@@download/ENCFF152QOQ.bam	hg19	released	s3://encode-public/2016/10/31/55d551a6-55ea-498a-beb8-5cf3f9691fd6/ENCFF152QOQ.bam
3120	ENCFF022PJN	bam	bam	alignments	ENCSR164WOF	DNase-seq	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens	DNA	2017-10-01	ENCODE	1	ENCFF619WFG	6753568117	ENCODE Processing Pipeline	3cd686f87af09e5eb3135e4d2b077c3c	https://www.encodeproject.org/files/ENCFF022PJN/@@download/ENCFF022PJN.bam	hg19	released	s3://encode-public/2017/09/22/c83663db-09cc-48dd-8764-009593e3087f/ENCFF022PJN.bam	ENCFF038JMC	bam	bam	alignments	ENCSR948TOS	ChIP-seq	UBERON:0008952	tissue	H3K27ac-human	DNA	2018-12-11	ENCODE	1	76.0	ENCFF212BML, ENCFF580BZW, ENCFF807MUK, ENCFF818UZF, ENCFF950HVG	2585402718	ENCODE Processing Pipeline	43f05bb2990c7b39a25b174e08914e87	https://www.encodeproject.org/files/ENCFF038JMC/@@download/ENCFF038JMC.bam	hg19	released	s3://encode-public/2018/11/27/1c8bda11-7381-482a-86be-f7f774333963/ENCFF038JMC.bam
3134	ENCFF890KBJ	bam	bam	alignments	ENCSR482HQE	DNase-seq	UBERON:0002048	lung	tissue	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF813IJA	1615073487	ENCODE Processing Pipeline	c4b59b2871f090b4426687259ed15c57	https://www.encodeproject.org/files/ENCFF890KBJ/@@download/ENCFF890KBJ.bam	hg19	released	s3://encode-public/2017/09/19/3a84f19b-91b4-4efd-9c4c-913d06996958/ENCFF890KBJ.bam	ENCFF049EOL	bam	bam	alignments	ENCSR550WUX	ChIP-seq	UBERON:0002048	tissue	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF807MUK, ENCFF906WKZ	408438949	ENCODE Processing Pipeline	77f78a924e7dabec2c9eba97263ca457	https://www.encodeproject.org/files/ENCFF049EOL/@@download/ENCFF049EOL.bam	hg19	released	s3://encode-public/2017/05/10/5ef4e418-4032-4120-a11c-0b66ea795f04/ENCFF049EOL.bam
3136	ENCFF890KBJ	bam	bam	alignments	ENCSR482HQE	DNase-seq	UBERON:0002048	lung	tissue	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF813IJA	1615073487	ENCODE Processing Pipeline	c4b59b2871f090b4426687259ed15c57	https://www.encodeproject.org/files/ENCFF890KBJ/@@download/ENCFF890KBJ.bam	hg19	released	s3://encode-public/2017/09/19/3a84f19b-91b4-4efd-9c4c-913d06996958/ENCFF890KBJ.bam	ENCFF885JWN	bam	bam	alignments	ENCSR540ADS	ChIP-seq	UBERON:0002048	tissue	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF807MUK, ENCFF991PYU	1169296637	ENCODE Processing Pipeline	2acf41a37634c3d789ed1fcc294ad08d	https://www.encodeproject.org/files/ENCFF885JWN/@@download/ENCFF885JWN.bam	hg19	released	s3://encode-public/2016/12/19/f443b1d4-67c7-473e-88f0-a7679fd17afd/ENCFF885JWN.bam
3142	ENCFF817QEH	bam	bam	alignments	ENCSR141IUS	DNase-seq	UBERON:0002048	lung	tissue	Homo sapiens	DNA	2017-12-13	ENCODE	1	ENCFF277SEJ	7676525264	ENCODE Processing Pipeline	d453ad46268a314ccdc951537873f590	https://www.encodeproject.org/files/ENCFF817QEH/@@download/ENCFF817QEH.bam	hg19	released	s3://encode-public/2017/12/03/05683d69-cd7c-42b7-8faf-3b25b1a0025c/ENCFF817QEH.bam	ENCFF049EOL	bam	bam	alignments	ENCSR550WUX	ChIP-seq	UBERON:0002048	tissue	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF807MUK, ENCFF906WKZ	408438949	ENCODE Processing Pipeline	77f78a924e7dabec2c9eba97263ca457	https://www.encodeproject.org/files/ENCFF049EOL/@@download/ENCFF049EOL.bam	hg19	released	s3://encode-public/2017/05/10/5ef4e418-4032-4120-a11c-0b66ea795f04/ENCFF049EOL.bam
3144	ENCFF817QEH	bam	bam	alignments	ENCSR141IUS	DNase-seq	UBERON:0002048	lung	tissue	Homo sapiens	DNA	2017-12-13	ENCODE	1	ENCFF277SEJ	7676525264	ENCODE Processing Pipeline	d453ad46268a314ccdc951537873f590	https://www.encodeproject.org/files/ENCFF817QEH/@@download/ENCFF817QEH.bam	hg19	released	s3://encode-public/2017/12/03/05683d69-cd7c-42b7-8faf-3b25b1a0025c/ENCFF817QEH.bam	ENCFF885JWN	bam	bam	alignments	ENCSR540ADS	ChIP-seq	UBERON:0002048	tissue	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF807MUK, ENCFF991PYU	1169296637	ENCODE Processing Pipeline	2acf41a37634c3d789ed1fcc294ad08d	https://www.encodeproject.org/files/ENCFF885JWN/@@download/ENCFF885JWN.bam	hg19	released	s3://encode-public/2016/12/19/f443b1d4-67c7-473e-88f0-a7679fd17afd/ENCFF885JWN.bam
3158	ENCFF232UOO	bam	bam	alignments	ENCSR587HPR	DNase-seq	UBERON:0002048	lung	tissue	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF747OJD	1710271595	ENCODE Processing Pipeline	a16ef7c9ee35260c540d0fc624a88909	https://www.encodeproject.org/files/ENCFF232UOO/@@download/ENCFF232UOO.bam	hg19	released	s3://encode-public/2017/09/19/f9a4a8f6-83a7-4295-9f12-a543b51e5421/ENCFF232UOO.bam	ENCFF049EOL	bam	bam	alignments	ENCSR550WUX	ChIP-seq	UBERON:0002048	tissue	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF807MUK, ENCFF906WKZ	408438949	ENCODE Processing Pipeline	77f78a924e7dabec2c9eba97263ca457	https://www.encodeproject.org/files/ENCFF049EOL/@@download/ENCFF049EOL.bam	hg19	released	s3://encode-public/2017/05/10/5ef4e418-4032-4120-a11c-0b66ea795f04/ENCFF049EOL.bam
3160	ENCFF232UOO	bam	bam	alignments	ENCSR587HPR	DNase-seq	UBERON:0002048	lung	tissue	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF747OJD	1710271595	ENCODE Processing Pipeline	a16ef7c9ee35260c540d0fc624a88909	https://www.encodeproject.org/files/ENCFF232UOO/@@download/ENCFF232UOO.bam	hg19	released	s3://encode-public/2017/09/19/f9a4a8f6-83a7-4295-9f12-a543b51e5421/ENCFF232UOO.bam	ENCFF885JWN	bam	bam	alignments	ENCSR540ADS	ChIP-seq	UBERON:0002048	tissue	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF807MUK, ENCFF991PYU	1169296637	ENCODE Processing Pipeline	2acf41a37634c3d789ed1fcc294ad08d	https://www.encodeproject.org/files/ENCFF885JWN/@@download/ENCFF885JWN.bam	hg19	released	s3://encode-public/2016/12/19/f443b1d4-67c7-473e-88f0-a7679fd17afd/ENCFF885JWN.bam
