Assay_Accessibility	Assay_H3K27ac	Assembly	Audit ERROR_Accessibility	Audit ERROR_H3K27ac	Audit INTERNAL_ACTION_Accessibility	Audit INTERNAL_ACTION_H3K27ac	Audit NOT_COMPLIANT_Accessibility	Audit NOT_COMPLIANT_H3K27ac	Audit WARNING_Accessibility	Audit WARNING_H3K27ac	Biological replicate(s)_Accessibility	Biological replicate(s)_H3K27ac	Biosample genetic modifications categories	Biosample genetic modifications gene targets	Biosample genetic modifications methods	Biosample genetic modifications site coordinates_Accessibility	Biosample genetic modifications site coordinates_H3K27ac	Biosample genetic modifications targets	Biosample genetic modifications zygosity_Accessibility	Biosample genetic modifications zygosity_H3K27ac	Biosample organism	Biosample term id_Accessibility	Biosample term id_H3K27ac	Biosample term name	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample type_Accessibility	Biosample type_H3K27ac	Controlled by_Accessibility	Controlled by_H3K27ac	Derived from_Accessibility	Derived from_H3K27ac	Experiment accession_Accessibility	Experiment accession_H3K27ac	Experiment date released_Accessibility	Experiment date released_H3K27ac	Experiment target_Accessibility	Experiment target_H3K27ac	File Status_Accessibility	File Status_H3K27ac	File accession_Accessibility	File accession_H3K27ac	File assembly_Accessibility	File assembly_H3K27ac	File download URL_Accessibility	File download URL_H3K27ac	File format	File format type_Accessibility	File format type_H3K27ac	File type	Genome annotation	Lab_Accessibility	Lab_H3K27ac	Library crosslinking method_Accessibility	Library crosslinking method_H3K27ac	Library depleted in_Accessibility	Library depleted in_H3K27ac	Library extraction method_Accessibility	Library extraction method_H3K27ac	Library fragmentation method_Accessibility	Library fragmentation method_H3K27ac	Library lysis method_Accessibility	Library lysis method_H3K27ac	Library made from_Accessibility	Library made from_H3K27ac	Library size range_Accessibility	Library size range_H3K27ac	Library strand specific_Accessibility	Library strand specific_H3K27ac	Mapped read length_Accessibility	Mapped read length_H3K27ac	Output type	Paired end_Accessibility	Paired end_H3K27ac	Paired with_Accessibility	Paired with_H3K27ac	Platform_Accessibility	Platform_H3K27ac	Project_Accessibility	Project_H3K27ac	RBNS protein concentration_Accessibility	RBNS protein concentration_H3K27ac	Read length_Accessibility	Read length_H3K27ac	Run type_Accessibility	Run type_H3K27ac	Size_Accessibility	Size_H3K27ac	Technical replicate_Accessibility	Technical replicate_H3K27ac	dbxrefs_Accessibility	dbxrefs_H3K27ac	md5sum_Accessibility	md5sum_H3K27ac	s3_uri_Accessibility	s3_uri_H3K27ac
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	EFO:0002860	EFO:0002860	SK-N-MC	0.0	0.0	0.0	cell line	cell line	released	released	ENCFF001EGU, ENCFF549HLL	ENCFF066HPX, ENCFF807MUK	ENCSR000EPY	ENCSR835MMN	2011-05-04	2016-11-18	0.0	H3K27ac-human	s3://encode-public/2017/09/05/90a1a3b6-d3de-4d78-a6e9-c27cdd51559f/ENCFF339YAS.bam	s3://encode-public/2016/11/09/34181e46-ca23-4750-91e2-b057560ffd0e/ENCFF685RRO.bam	ENCFF339YAS	ENCFF685RRO	hg19	hg19	https://www.encodeproject.org/files/ENCFF339YAS/@@download/ENCFF339YAS.bam	https://www.encodeproject.org/files/ENCFF685RRO/@@download/ENCFF685RRO.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	paired-ended	1724227204	2056787131	0.0	0.0	0.0	0.0	796ad929628c62143bbdab0530e780b4	c0e2f0d8dbe2e2b452dda2c9c3249913	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0001054	CL:0001054	CD14-positive monocyte	0.0	0.0	0.0	primary cell	primary cell	released	released	ENCFF000TBL, ENCFF549HLL	ENCFF000CEN, ENCFF807MUK	ENCSR000ELE	ENCSR000ASJ	2012-08-28	2012-08-06	0.0	H3K27ac-human	s3://encode-public/2017/09/27/a65883c1-e21d-411a-805a-ff16381e89ed/ENCFF164CKD.bam	s3://encode-public/2017/04/12/7de2f887-8f31-46bc-839f-80e6a9a150e1/ENCFF231RHP.bam	ENCFF164CKD	ENCFF231RHP	hg19	hg19	https://www.encodeproject.org/files/ENCFF164CKD/@@download/ENCFF164CKD.bam	https://www.encodeproject.org/files/ENCFF231RHP/@@download/ENCFF231RHP.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	50.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	7368664102	1205315397	0.0	0.0	0.0	0.0	75be7328db117545fbcd8970277006f4	66cc16bbe537f81b3a8def0f78ef5ee2	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0001054	CL:0001054	CD14-positive monocyte	0.0	0.0	0.0	primary cell	primary cell	released	released	ENCFF000TBP, ENCFF549HLL	ENCFF000CEN, ENCFF807MUK	ENCSR000ELE	ENCSR000ASJ	2012-08-28	2012-08-06	0.0	H3K27ac-human	s3://encode-public/2017/09/27/06d99cc8-53ea-43e5-82c7-9872189264ab/ENCFF613JUT.bam	s3://encode-public/2017/04/12/7de2f887-8f31-46bc-839f-80e6a9a150e1/ENCFF231RHP.bam	ENCFF613JUT	ENCFF231RHP	hg19	hg19	https://www.encodeproject.org/files/ENCFF613JUT/@@download/ENCFF613JUT.bam	https://www.encodeproject.org/files/ENCFF231RHP/@@download/ENCFF231RHP.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	50.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	6141496990	1205315397	0.0	0.0	0.0	0.0	723c9549f07787c27e9bfeb8c3b1b319	66cc16bbe537f81b3a8def0f78ef5ee2	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	EFO:0003045	EFO:0003045	H9	0.0	0.0	0.0	cell line	cell line	released	released	ENCFF000SOT, ENCFF549HLL	ENCFF081KCW, ENCFF807MUK	ENCSR000EJP	ENCSR876RGF	2011-04-19	2013-07-31	0.0	H3K27ac-human	s3://encode-public/2017/10/03/22c480ce-1c4c-49a6-88c5-a38b737c7308/ENCFF719SKA.bam	s3://encode-public/2016/12/19/5a70fae9-6a40-4311-86cc-8ff25f869928/ENCFF267QYQ.bam	ENCFF719SKA	ENCFF267QYQ	hg19	hg19	https://www.encodeproject.org/files/ENCFF719SKA/@@download/ENCFF719SKA.bam	https://www.encodeproject.org/files/ENCFF267QYQ/@@download/ENCFF267QYQ.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	20.0	30.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	1002123725	1117946021	0.0	0.0	0.0	0.0	dfb60ea88a648fe075de577ea8b78f29	62203c1504c431db46650b67e1a801c9	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0000624	CL:0000624	CD4-positive, alpha-beta T cell	0.0	0.0	0.0	primary cell	primary cell	released	released	ENCFF041CSN, ENCFF549HLL	ENCFF017MGJ, ENCFF416ZFL, ENCFF807MUK	ENCSR167JFX	ENCSR561KOM	2013-07-31	2013-07-31	0.0	H3K27ac-human	s3://encode-public/2017/12/08/fedeaf8b-89a3-44d0-938c-55cc832c1ad9/ENCFF045DUV.bam	s3://encode-public/2016/12/19/fe95c3f7-5f60-48ed-9a81-4d24dd8870f8/ENCFF711PGX.bam	ENCFF045DUV	ENCFF711PGX	hg19	hg19	https://www.encodeproject.org/files/ENCFF045DUV/@@download/ENCFF045DUV.bam	https://www.encodeproject.org/files/ENCFF711PGX/@@download/ENCFF711PGX.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	101.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	Roadmap	0.0	0.0	0.0	0.0	paired-ended	single-ended	1531612189	2353581774	0.0	0.0	0.0	0.0	3b3b590e4a9c6b7d56911075ab0f2613	85226ad27bc287b64ee445241752d7f8	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0002553	CL:0002553	fibroblast of lung	0.0	0.0	0.0	primary cell	primary cell	released	released	ENCFF001BQM, ENCFF549HLL	ENCFF000CRV, ENCFF807MUK	ENCSR000EOJ	ENCSR000AMR	2010-12-16	2011-02-10	0.0	H3K27ac-human	s3://encode-public/2017/09/06/c01736cb-5c3e-494a-b9f2-a84e26384008/ENCFF679CGM.bam	s3://encode-public/2017/10/26/6f1e5f19-2e41-415d-959f-6744e3a3ee84/ENCFF716MSE.bam	ENCFF679CGM	ENCFF716MSE	hg19	hg19	https://www.encodeproject.org/files/ENCFF679CGM/@@download/ENCFF679CGM.bam	https://www.encodeproject.org/files/ENCFF716MSE/@@download/ENCFF716MSE.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	13918525600	483736020	0.0	0.0	0.0	0.0	2c1424d2bda87844d4c7858e37bdfd90	8704ff75e1aecc849050bcd4ad294237	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0002553	CL:0002553	fibroblast of lung	0.0	0.0	0.0	primary cell	primary cell	released	released	ENCFF001DLF, ENCFF549HLL	ENCFF000CRV, ENCFF807MUK	ENCSR000EOJ	ENCSR000AMR	2010-12-16	2011-02-10	0.0	H3K27ac-human	s3://encode-public/2017/09/06/c17ab7ad-d46c-4aad-9e1a-f95040ee51ce/ENCFF668FYW.bam	s3://encode-public/2017/10/26/6f1e5f19-2e41-415d-959f-6744e3a3ee84/ENCFF716MSE.bam	ENCFF668FYW	ENCFF716MSE	hg19	hg19	https://www.encodeproject.org/files/ENCFF668FYW/@@download/ENCFF668FYW.bam	https://www.encodeproject.org/files/ENCFF716MSE/@@download/ENCFF716MSE.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	1804360757	483736020	0.0	0.0	0.0	0.0	b6cae379bfc9226cd64cf0e7c1db25bb	8704ff75e1aecc849050bcd4ad294237	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	UBERON:0008450	UBERON:0008450	psoas muscle	0.0	0.0	0.0	tissue	tissue	released	released	ENCFF000TEC, ENCFF549HLL	ENCFF590MND, ENCFF807MUK	ENCSR000ELO	ENCSR250NHD	2012-08-28	2013-07-31	0.0	H3K27ac-human	s3://encode-public/2017/09/28/03612f90-d747-47ae-9a94-9a6ef7ff08b5/ENCFF618ECA.bam	s3://encode-public/2017/03/16/c3d0687f-11f7-4d4c-92c3-bcc030541aa4/ENCFF177XXX.bam	ENCFF618ECA	ENCFF177XXX	hg19	hg19	https://www.encodeproject.org/files/ENCFF618ECA/@@download/ENCFF618ECA.bam	https://www.encodeproject.org/files/ENCFF177XXX/@@download/ENCFF177XXX.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	50.0	50.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	6626738043	846238664	0.0	0.0	0.0	0.0	6683ab3af9ce44a7773aee68394185f5	f356da7df765a5bfd1927afcfa596492	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	UBERON:0008450	UBERON:0008450	psoas muscle	0.0	0.0	0.0	tissue	tissue	released	released	ENCFF000TED, ENCFF549HLL	ENCFF590MND, ENCFF807MUK	ENCSR000ELO	ENCSR250NHD	2012-08-28	2013-07-31	0.0	H3K27ac-human	s3://encode-public/2017/09/28/3f67601d-b373-4cbc-98c1-214bef66d388/ENCFF376ABG.bam	s3://encode-public/2017/03/16/c3d0687f-11f7-4d4c-92c3-bcc030541aa4/ENCFF177XXX.bam	ENCFF376ABG	ENCFF177XXX	hg19	hg19	https://www.encodeproject.org/files/ENCFF376ABG/@@download/ENCFF376ABG.bam	https://www.encodeproject.org/files/ENCFF177XXX/@@download/ENCFF177XXX.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	50.0	50.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	8014091401	846238664	0.0	0.0	0.0	0.0	f7a1603af81999242df62bc8c94a26d7	f356da7df765a5bfd1927afcfa596492	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0000127	CL:0000127	astrocyte	0.0	0.0	0.0	primary cell	primary cell	released	released	ENCFF001CEM, ENCFF549HLL	ENCFF000CHH, ENCFF807MUK	ENCSR000EPM	ENCSR000AOQ	2010-12-16	2011-02-10	0.0	H3K27ac-human	s3://encode-public/2017/09/06/2f269f54-1bf3-4d22-8a3a-d50303cc4b4d/ENCFF252GUK.bam	s3://encode-public/2017/04/06/03c72390-43ea-47d6-8def-daefa879e738/ENCFF852LKJ.bam	ENCFF252GUK	ENCFF852LKJ	hg19	hg19	https://www.encodeproject.org/files/ENCFF252GUK/@@download/ENCFF252GUK.bam	https://www.encodeproject.org/files/ENCFF852LKJ/@@download/ENCFF852LKJ.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	11659496897	603399632	0.0	0.0	0.0	0.0	ab05567e4f23b5bb5206433ece2bb47b	c8e6d2cdbd1714a45fea4c80c3bdd9eb	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0000127	CL:0000127	astrocyte	0.0	0.0	0.0	primary cell	primary cell	released	released	ENCFF001EBK, ENCFF549HLL	ENCFF000CHH, ENCFF807MUK	ENCSR000EPM	ENCSR000AOQ	2010-12-16	2011-02-10	0.0	H3K27ac-human	s3://encode-public/2017/09/06/0c0c53a1-560f-438e-ac8c-f34cb81dbdc8/ENCFF641TMI.bam	s3://encode-public/2017/04/06/03c72390-43ea-47d6-8def-daefa879e738/ENCFF852LKJ.bam	ENCFF641TMI	ENCFF852LKJ	hg19	hg19	https://www.encodeproject.org/files/ENCFF641TMI/@@download/ENCFF641TMI.bam	https://www.encodeproject.org/files/ENCFF852LKJ/@@download/ENCFF852LKJ.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	1406514392	603399632	0.0	0.0	0.0	0.0	5b00da7f11d139881866d08aea09226c	c8e6d2cdbd1714a45fea4c80c3bdd9eb	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	UBERON:0007610	UBERON:0007610	tibial artery	0.0	0.0	0.0	tissue	tissue	released	released	ENCFF234JON, ENCFF375DAE, ENCFF452SYM, ENCFF530SOD, ENCFF549HLL, ENCFF591BAX, ENCFF741TTG	ENCFF482NDH, ENCFF489IJG, ENCFF807MUK	ENCSR080ISA	ENCSR535GFO	2017-10-01	2018-12-11	0.0	H3K27ac-human	s3://encode-public/2017/09/13/9dbc5da5-f28f-40d8-9e15-1d2b64388549/ENCFF500UBP.bam	s3://encode-public/2018/06/13/d4ccabd5-d772-4429-a955-3678aad17c88/ENCFF694FVD.bam	ENCFF500UBP	ENCFF694FVD	hg19	hg19	https://www.encodeproject.org/files/ENCFF500UBP/@@download/ENCFF500UBP.bam	https://www.encodeproject.org/files/ENCFF694FVD/@@download/ENCFF694FVD.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	paired-ended	single-ended	7168761392	1483929615	0.0	0.0	0.0	0.0	8b51e53a3458b1219f4cc845b8e39aa6	a37b754925aa69dc63abdf6a4308bf10	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	UBERON:0006631	UBERON:0006631	right atrium auricular region	0.0	0.0	0.0	tissue	tissue	released	released	ENCFF053VZG, ENCFF079GRE, ENCFF228WQY, ENCFF544GTL, ENCFF549HLL	ENCFF512TUH, ENCFF559UXT, ENCFF580EXF, ENCFF807MUK, ENCFF968SEM	ENCSR278SKG	ENCSR668EVA	2017-10-01	2019-09-11	0.0	H3K27ac-human	s3://encode-public/2017/09/19/72082771-4f15-44af-8295-60aca9549404/ENCFF939WIN.bam	s3://encode-public/2019/06/12/fcad8e48-83d7-4509-a08d-3f1da49b4b83/ENCFF920WGT.bam	ENCFF939WIN	ENCFF920WGT	hg19	hg19	https://www.encodeproject.org/files/ENCFF939WIN/@@download/ENCFF939WIN.bam	https://www.encodeproject.org/files/ENCFF920WGT/@@download/ENCFF920WGT.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	paired-ended	single-ended	11224903333	1837361268	0.0	0.0	0.0	0.0	16eff218d034edafef74f69235e03856	6258991399f1b463ac97c047c319e950	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0002551	CL:0002551	fibroblast of dermis	0.0	0.0	0.0	primary cell	primary cell	released	released	ENCFF001CES, ENCFF549HLL	ENCFF000CKG, ENCFF807MUK	ENCSR000EPO	ENCSR000APN	2010-12-14	2011-02-10	0.0	H3K27ac-human	s3://encode-public/2017/09/06/c4348334-0533-4e73-bfbf-b404d4186693/ENCFF119FKG.bam	s3://encode-public/2017/04/04/558d5f98-7661-4c82-b095-41e1034fdd2f/ENCFF955HWB.bam	ENCFF119FKG	ENCFF955HWB	hg19	hg19	https://www.encodeproject.org/files/ENCFF119FKG/@@download/ENCFF119FKG.bam	https://www.encodeproject.org/files/ENCFF955HWB/@@download/ENCFF955HWB.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	11778212832	1157916494	0.0	0.0	0.0	0.0	1ed313eb8ec125e86775b7617ac9c7e7	e54a3f259de65ceeabe3dc44f67ae3d6	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0002551	CL:0002551	fibroblast of dermis	0.0	0.0	0.0	primary cell	primary cell	released	released	ENCFF001ECD, ENCFF549HLL	ENCFF000CKG, ENCFF807MUK	ENCSR000EPO	ENCSR000APN	2010-12-14	2011-02-10	0.0	H3K27ac-human	s3://encode-public/2017/09/06/07088da9-225f-4652-97aa-1225b948b218/ENCFF292FET.bam	s3://encode-public/2017/04/04/558d5f98-7661-4c82-b095-41e1034fdd2f/ENCFF955HWB.bam	ENCFF292FET	ENCFF955HWB	hg19	hg19	https://www.encodeproject.org/files/ENCFF292FET/@@download/ENCFF292FET.bam	https://www.encodeproject.org/files/ENCFF955HWB/@@download/ENCFF955HWB.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	2200441776	1157916494	0.0	0.0	0.0	0.0	b574ff50eb285cdb7e92c9b194d04500	e54a3f259de65ceeabe3dc44f67ae3d6	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	EFO:0002713	EFO:0002713	Panc1	0.0	0.0	0.0	cell line	cell line	released	released	ENCFF001EEF, ENCFF549HLL	ENCFF000VJH, ENCFF807MUK	ENCSR000EPT	ENCSR000EXK	2010-12-16	2011-10-07	0.0	H3K27ac-human	s3://encode-public/2017/09/05/a6e313f3-da02-4801-bad4-f0c6d0a9e4db/ENCFF241WRU.bam	s3://encode-public/2017/04/04/fd3147cc-abf1-4ad5-a428-1b2189035705/ENCFF136XNV.bam	ENCFF241WRU	ENCFF136XNV	hg19	hg19	https://www.encodeproject.org/files/ENCFF241WRU/@@download/ENCFF241WRU.bam	https://www.encodeproject.org/files/ENCFF136XNV/@@download/ENCFF136XNV.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	1622953444	1143400490	0.0	0.0	0.0	0.0	0cfd484f2e878b91c7e599dee41ecc1e	1358e738b905cb6eb6c6015c490c910b	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	EFO:0002713	EFO:0002713	Panc1	0.0	0.0	0.0	cell line	cell line	released	released	ENCFF001EEG, ENCFF549HLL	ENCFF000VJH, ENCFF807MUK	ENCSR000EPT	ENCSR000EXK	2010-12-16	2011-10-07	0.0	H3K27ac-human	s3://encode-public/2017/09/05/bf8adfda-2bd6-490d-bacc-3bd18601c5c1/ENCFF317NXQ.bam	s3://encode-public/2017/04/04/fd3147cc-abf1-4ad5-a428-1b2189035705/ENCFF136XNV.bam	ENCFF317NXQ	ENCFF136XNV	hg19	hg19	https://www.encodeproject.org/files/ENCFF317NXQ/@@download/ENCFF317NXQ.bam	https://www.encodeproject.org/files/ENCFF136XNV/@@download/ENCFF136XNV.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	1632211787	1143400490	0.0	0.0	0.0	0.0	8d9e74b757136b028a56e6b1bea491f0	1358e738b905cb6eb6c6015c490c910b	0.0	0.0
